#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_002942.5	544546	545262	+	19832069	uppS	lpg0503	YP_094547.1	238	-	undecaprenyl pyrophosphate synthase
chr	NC_002942.5	545216	546070	+	19832070	cdsA	lpg0504	YP_094548.1	284	-	phosphatidate cytidylyltransferase
chr	NC_002942.5	546028	547455	+	19832071	yaeL	lpg0505	YP_094549.1	475	-	membrane associated zinc metalloprotease
chr	NC_002942.5	547578	549938	+	19832072	-	lpg0506	YP_094550.1	786	-	hypothetical protein lpg0506
chr	NC_002942.5	550052	550552	+	19832073	-	lpg0507	YP_094551.1	166	-	outer membrane protein OmpH
chr	NC_002942.5	550566	551585	+	19832074	lpxD	lpg0508	YP_094552.1	339	-	UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase
chr	NC_002942.5	551331	551666	-	19832075	-	lpg0509	YP_094553.1	111	-	hypothetical protein lpg0509
chr	NC_002942.5	551703	552155	+	19832076	fabZ	lpg0510	YP_094554.1	150	-	(3R)-hydroxymyristoyl-ACP dehydratase
chr	NC_002942.5	552152	552922	+	19832077	lpxA	lpg0511	YP_094555.1	256	-	UDP-N-acetylglucosamine acyltransferase
chr	NC_002942.5	552926	553330	+	19832078	-	lpg0512	YP_094556.1	134	-	camphor resistance protein CrcB
chr	NC_002942.5	553352	554632	+	19832079	serS	lpg0513	YP_094557.1	426	-	seryl-tRNA synthetase
chr	NC_002942.5	554771	555892	+	19832080	-	lpg0514	YP_094558.1	373	-	hypothetical protein lpg0514
chr	NC_002942.5	556665	557597	+	19832081	legD2	lpg0515	YP_094559.1	310	-	phytanoyl-CoA dioxygenase
chr	NC_002942.5	557618	558406	+	19832082	-	lpg0516	YP_094560.1	262	-	hypothetical protein lpg0516
chr	NC_002942.5	558434	559264	-	19832083	ytbE	lpg0517	YP_094561.1	276	-	aldo/keto reductase
chr	NC_002942.5	559574	560422	-	19832084	-	lpg0518	YP_094562.1	282	-	hypothetical protein lpg0518
chr	NC_002942.5	560931	563144	-	19832085	-	lpg0519	YP_094563.1	737	-	hypothetical protein lpg0519
chr	NC_002942.5	563556	564326	-	19832086	-	lpg0520	YP_094564.1	256	-	UbiE/COQ5 family methlytransferase
chr	NC_002942.5	564280	564888	-	19832087	-	lpg0521	YP_094565.1	202	-	hypothetical protein lpg0521
chr	NC_002942.5	564885	565352	-	19832088	-	lpg0522	YP_094566.1	155	-	acetyltransferase
chr	NC_002942.5	565504	566067	-	19832089	aacA4	lpg0523	YP_094567.1	187	-	aminoglycoside N (6\')-acetyltransferase
chr	NC_002942.5	566512	567138	+	19832091	-	lpg0525	YP_094568.1	208	-	virulence protein
chr	NC_002942.5	567168	567602	-	19832092	-	lpg0526	YP_094569.1	144	-	hypothetical protein lpg0526
chr	NC_002942.5	567697	568848	-	19832093	-	lpg0527	YP_094570.1	383	-	hypothetical protein lpg0527
chr	NC_002942.5	569140	569532	+	19832094	sdhC	lpg0528	YP_094571.1	130	-	succinate dehydrogenase cytochrome b556 subunit C
chr	NC_002942.5	569526	569873	+	19832095	sdhD	lpg0529	YP_094572.1	115	-	succinate dehydrogenase hydrophobic membrane anchor protein subunit D
chr	NC_002942.5	569875	571644	+	19832096	sdhA	lpg0530	YP_094573.1	589	-	succinate dehydrogenase flavoprotein subunit A
chr	NC_002942.5	571657	572379	+	19832097	sdhB	lpg0531	YP_094574.1	240	-	succinate dehydrogenase iron-sulfur subunit
chr	NC_002942.5	572413	575247	+	19832098	sucA	lpg0532	YP_094575.1	944	-	2-oxoglutarate dehydrogenase E1
chr	NC_002942.5	575283	576512	+	19832099	sucB	lpg0533	YP_094576.1	409	-	dihydrolipoamide succinyltransferase
chr	NC_002942.5	576519	577739	+	19832100	sucC	lpg0534	YP_094577.1	406	-	succinyl-CoA synthetase subunit beta
chr	NC_002942.5	577814	578689	+	19832101	sucD	lpg0535	YP_094578.1	291	-	succinyl CoA synthetase alpha chain
chr	NC_002942.5	579103	579750	+	19832102	pdxH	lpg0536	YP_094579.1	215	-	pyridoxamine 5\'-phosphate oxidase
chr	NC_002942.5	580363	580734	+	19832103	-	lpg0537	YP_094580.1	123	-	transmission trait enhancer LetE
chr	NC_002942.5	580406	580738	-	19832104	-	lpg0538	YP_094581.1	110	-	hypothetical protein lpg0538
chr	NC_002942.5	580805	581194	-	19832105	-	lpg0539	YP_094582.1	129	-	hypothetical protein lpg0539
chr	NC_002942.5	581844	583127	+	19832106	-	lpg0540	YP_094583.1	427	-	major facilitator family transporter
chr	NC_002942.5	583330	584814	+	19832107	-	lpg0541	YP_094584.1	494	-	hypothetical protein lpg0541
chr	NC_002942.5	585004	585285	+	19832108	fis	lpg0542	YP_094585.1	93	-	Fis family transcriptional regulator
chr	NC_002942.5	585347	586294	-	19832109	prsA	lpg0543	YP_094586.1	315	-	ribose-phosphate pyrophosphokinase
chr	NC_002942.5	586260	586448	-	19832110	-	lpg0544	YP_094587.1	62	-	hypothetical protein lpg0544
chr	NC_002942.5	586504	586674	+	19832112	-	lpg0546	YP_094588.1	56	-	hypothetical protein lpg0546
chr	NC_002942.5	586676	587275	-	19832113	-	lpg0547	YP_094589.1	199	-	molecular chaperone LolB
chr	NC_002942.5	587251	587850	+	19832114	coaD	lpg0548	YP_094590.1	199	-	phosphopantetheine adenylyltransferase
chr	NC_002942.5	587834	589558	+	19832115	-	lpg0549	YP_094591.1	574	-	gamma-glutamyltranspeptidase
chr	NC_002942.5	589656	591872	-	19832116	-	lpg0550	YP_094592.1	738	-	hypothetical protein lpg0550
chr	NC_002942.5	592083	592856	-	19832117	plsC	lpg0551	YP_094593.1	257	-	1-acyl-sn-glycerol-3-phosphate acyltransferase
chr	NC_002942.5	592883	593203	-	19832118	sugE	lpg0552	YP_094594.1	106	-	suppressor of GroEL (SugE)
chr	NC_002942.5	593345	594229	-	19832119	-	lpg0553	YP_094595.1	294	-	aminoglycoside phosphotransferase
chr	NC_002942.5	594470	595537	-	19832120	dinP	lpg0554	YP_094596.1	355	-	DNA polymerase IV
chr	NC_002942.5	595977	596597	-	19832122	-	lpg0556	YP_094597.1	206	-	hypothetical protein lpg0556
chr	NC_002942.5	596672	597496	-	19832123	mutM	lpg0557	YP_094598.1	274	-	formamidopyrimidine-DNA glycosylase
chr	NC_002942.5	597907	599094	+	19832124	-	lpg0558	YP_094599.1	395	-	stearoyl-CoA-9-desaturase
chr	NC_002942.5	599136	599534	-	19832125	-	lpg0559	YP_094600.1	132	-	hypothetical protein lpg0559
chr	NC_002942.5	599794	600540	+	19832126	phaB	lpg0560	YP_094601.1	248	-	acetyoacetyl CoA reductase
chr	NC_002942.5	600719	601465	+	19832127	phaB	lpg0561	YP_094602.1	248	-	acetyoacetyl CoA reductase
chr	NC_002942.5	601595	601993	+	19832128	-	lpg0562	YP_094603.1	132	-	hypothetical protein lpg0562
chr	NC_002942.5	602138	602494	+	19832129	-	lpg0563	YP_094604.1	118	-	hypothetical protein lpg0563
chr	NC_002942.5	602739	603809	-	19832130	-	lpg0564	YP_094605.1	356	-	hypothetical protein lpg0564
chr	NC_002942.5	603867	604484	+	19832131	-	lpg0565	YP_094606.1	205	-	spore maturation protein A
chr	NC_002942.5	604481	605014	+	19832132	spmB	lpg0566	YP_094607.1	177	-	spore maturation protein B
chr	NC_002942.5	605145	606578	-	19832133	-	lpg0567	YP_094608.1	477	-	M24/M37 family peptidase
chr	NC_002942.5	606769	608040	+	19832134	tyrS	lpg0568	YP_094609.1	423	-	tyrosyl-tRNA synthetase
chr	NC_002942.5	611310	611660	-	19832138	-	lpg0572	YP_094610.1	116	-	hypothetical protein lpg0572
chr	NC_002942.5	612151	612492	-	19832139	-	lpg0573	YP_094611.1	113	-	hypothetical protein lpg0573
chr	NC_002942.5	612269	612550	-	19832140	-	lpg0574	YP_094612.1	93	-	hypothetical protein lpg0574
chr	NC_002942.5	613387	613923	-	19832142	yrdA	lpg0577	YP_094613.1	178	-	transferase
chr	NC_002942.5	613930	615294	-	19832143	gor	lpg0578	YP_094614.1	454	-	glutathione reductase
chr	NC_002942.5	614238	614369	+	19832144	-	lpg0579	YP_094615.1	43	-	hypothetical protein lpg0579
chr	NC_002942.5	615519	616499	-	19832145	add	lpg0580	YP_094616.1	326	-	adenosine deaminase
chr	NC_002942.5	616597	616782	+	19832146	-	lpg0581	YP_094617.1	61	-	hypothetical protein lpg0581
chr	NC_002942.5	616847	617326	+	19832147	-	lpg0582	YP_094618.1	159	-	hypothetical protein lpg0582
chr	NC_002942.5	617366	618619	-	19832148	-	lpg0583	YP_094619.1	417	-	phosphate transporter
chr	NC_002942.5	618629	619300	-	19832149	-	lpg0584	YP_094620.1	223	-	phosphate transport regulator
chr	NC_002942.5	619488	620252	+	19832150	-	lpg0585	YP_094621.1	254	-	hypothetical protein lpg0585
chr	NC_002942.5	620555	621118	+	19832151	-	lpg0586	YP_094622.1	187	-	transcriptional regulator
chr	NC_002942.5	621102	621530	+	19832152	yqgF	lpg0587	YP_094623.1	142	-	Holliday junction resolvase-like protein
chr	NC_002942.5	621580	622473	+	19832153	pyrB	lpg0588	YP_094624.1	297	-	aspartate carbamoyltransferase
chr	NC_002942.5	622587	622973	-	19832154	-	lpg0589	YP_094625.1	128	-	hypothetical protein lpg0589
chr	NC_002942.5	623078	624589	-	19832155	comM	lpg0590	YP_094626.1	503	-	competence related protein ComM
chr	NC_002942.5	624654	624914	-	19832156	-	lpg0591	YP_094627.1	86	-	hypothetical protein lpg0591
chr	NC_002942.5	625023	625397	+	19832157	glnK	lpg0592	YP_094628.1	124	-	nitrogen regulatory P-II transcription regulator
chr	NC_002942.5	625407	625988	-	19832158	-	lpg0593	YP_094629.1	193	-	5-formyltetrahydrofolate cyclo-ligase
chr	NC_002942.5	626235	626420	+	19832159	-	lpg0594	YP_094630.1	61	-	hypothetical protein lpg0594
chr	NC_002942.5	626434	627249	+	19832160	-	lpg0595	YP_094631.1	271	-	4-amino-4-deoxychorismate lyase
chr	NC_002942.5	627276	627971	-	19832161	-	lpg0596	YP_094632.1	231	-	hypothetical protein lpg0596
chr	NC_002942.5	628114	630315	+	19832162	aas	lpg0597	YP_094633.1	733	-	hypothetical protein lpg0597
chr	NC_002942.5	630316	630735	+	19832163	-	lpg0598	YP_094634.1	139	-	hypothetical protein lpg0598
chr	NC_002942.5	631254	633014	-	19832164	-	lpg0599	YP_094635.1	586	-	poly-beta-hydroxybutyrate polymerase
chr	NC_002942.5	633437	633898	+	19832165	-	lpg0600	YP_094636.1	153	-	rrf2 family protein
chr	NC_002942.5	633891	635339	+	19832166	ycf24	lpg0601	YP_094637.1	482	-	cysteine desulfurase
chr	NC_002942.5	635341	636093	+	19832167	-	lpg0602	YP_094638.1	250	-	ATP transporter ABC binding component, ATP-binding protein
chr	NC_002942.5	636090	637376	+	19832168	-	lpg0603	YP_094639.1	428	-	ABC transporter permease
chr	NC_002942.5	637366	638610	+	19832169	-	lpg0604	YP_094640.1	414	-	aminotransferase
chr	NC_002942.5	638607	639056	+	19832170	-	lpg0605	YP_094641.1	149	-	nitrogen fixation protein (Fe-S cluster formation) NifU
chr	NC_002942.5	639092	639463	+	19832171	-	lpg0606	YP_094642.1	123	-	metal-sulfur cluster biosynthetic enzyme
chr	NC_002942.5	639466	640419	+	19832172	-	lpg0607	YP_094643.1	317	-	lysyl tRNA synthetase
chr	NC_002942.5	640492	641406	-	19832173	-	lpg0608	YP_094644.1	304	-	SAM-dependent methyltransferase
chr	NC_002942.5	641653	642426	-	19832174	alaS	lpg0609	YP_094645.1	257	-	alanyl-tRNA synthetase
chr	NC_002942.5	642300	643607	-	19832175	-	lpg0610	YP_094646.1	435	-	major facilitator family transporter
chr	NC_002942.5	644249	645562	+	19832176	-	lpg0611	YP_094647.1	437	-	metal ion transporter
chr	NC_002942.5	645622	646668	-	19832177	-	lpg0612	YP_094648.1	348	-	alcohol dehydrogenase
chr	NC_002942.5	646869	647192	-	19832178	-	lpg0613	YP_094649.1	107	-	hypothetical protein lpg0613
chr	NC_002942.5	647400	647804	+	19832179	-	lpg0614	YP_094650.1	134	-	hypothetical protein lpg0614
chr	NC_002942.5	647840	648553	-	19832180	-	lpg0615	YP_094651.1	237	-	polypeptide deformylase
chr	NC_002942.5	648782	650032	+	19832181	-	lpg0616	YP_094652.1	416	-	7-cyano-7-deazaguanine reductase
chr	NC_002942.5	650436	651527	+	19832182	-	lpg0617	YP_094653.1	363	-	major outer membrane protein
chr	NC_002942.5	651687	652259	-	19832183	tag	lpg0618	YP_094654.1	190	-	3-methyladenine DNA glycosylase
chr	NC_002942.5	652576	652956	+	19832184	-	lpg0619	YP_094655.1	126	-	glyoxylase
chr	NC_002942.5	653057	654031	-	19832185	-	lpg0620	YP_094656.1	324	-	hypothetical protein lpg0620
chr	NC_002942.5	654121	655545	-	19832186	sidA	lpg0621	YP_094657.1	474	-	protein SidA
chr	NC_002942.5	655706	657649	-	19832187	-	lpg0622	YP_094658.1	647	-	transmembrane protein
chr	NC_002942.5	657760	658152	-	19832188	-	lpg0623	YP_094659.1	130	-	hypothetical protein lpg0623
chr	NC_002942.5	658289	658666	+	19832189	-	lpg0624	YP_094660.1	125	-	hypothetical protein lpg0624
chr	NC_002942.5	658819	660174	+	19832190	-	lpg0625	YP_094661.1	451	-	hypothetical protein lpg0625
chr	NC_002942.5	660200	662407	-	19832191	-	lpg0626	YP_094662.1	735	-	DNA uptake/competence protein ComA
chr	NC_002942.5	662485	662934	-	19832192	pilE3	lpg0627	YP_094663.1	149	-	type IV pilin
chr	NC_002942.5	662946	666464	-	19832193	-	lpg0628	YP_094664.1	1172	-	type IV fimbrial biogenesis PilY1-like protein
chr	NC_002942.5	666468	666980	-	19832194	-	lpg0629	YP_094665.1	170	-	Tfp pilus assembly protein PilX
chr	NC_002942.5	666977	668044	-	19832195	-	lpg0630	YP_094666.1	355	-	type IV fimbrial biogenesis PilW related protein, transmembrane)
chr	NC_002942.5	668041	668580	-	19832196	-	lpg0631	YP_094667.1	179	-	type IV fimbrial biogenesis protein PilV
chr	NC_002942.5	668593	669300	-	19832197	-	lpg0632	YP_094668.1	235	-	type IV pre-pilin
chr	NC_002942.5	669522	670427	-	19832198	-	lpg0633	YP_094669.1	301	-	polysaccharide deacetylase
chr	NC_002942.5	670559	671908	-	19832199	-	lpg0634	YP_094670.1	449	-	hypothetical protein lpg0634
chr	NC_002942.5	672196	673677	+	19832200	-	lpg0635	YP_094671.1	493	-	melitin resistance protein
chr	NC_002942.5	673832	674497	+	19832201	tdk	lpg0636	YP_094672.1	221	-	thymidine kinase
chr	NC_002942.5	674545	675816	+	19832202	-	lpg0637	YP_094673.1	423	-	major facilitator family transporter
chr	NC_002942.5	675829	677112	+	19832203	-	lpg0638	YP_094674.1	427	-	major facilitator family transporter
chr	NC_002942.5	677109	678332	+	19832204	deoB	lpg0639	YP_094675.1	407	-	phosphopentomutase
chr	NC_002942.5	678519	679067	+	19832205	hslV	lpg0640	YP_094676.1	182	-	ATP-dependent protease peptidase subunit
chr	NC_002942.5	679051	680394	+	19832206	hslU	lpg0641	YP_094677.1	447	-	ATP-dependent protease ATP-binding subunit HslU
chr	NC_002942.5	680594	682168	+	19832207	-	lpg0642	YP_094678.1	524	-	hypothetical protein lpg0642
chr	NC_002942.5	682215	683453	-	19832208	-	lpg0643	YP_094679.1	412	-	ribonuclease BN
chr	NC_002942.5	683868	688331	+	19832209	-	lpg0644	YP_094680.1	1487	-	hypothetical protein lpg0644
chr	NC_002942.5	690883	692928	+	19832210	-	lpg0645	YP_094681.1	681	-	hypothetical protein lpg0645
chr	NC_002942.5	693107	693706	+	19832211	wrbA	lpg0646	YP_094682.1	199	-	trp repressor binding protein
chr	NC_002942.5	693821	695227	+	19832212	-	lpg0647	YP_094683.1	468	-	hypothetical protein lpg0647
chr	NC_002942.5	696023	696805	+	19832213	xth	lpg0648	YP_094684.1	260	-	exodeoxyribonuclease III
chr	NC_002942.5	696777	697568	+	19832214	xthA1	lpg0649	YP_094685.1	263	-	hypothetical protein lpg0649
chr	NC_002942.5	697705	697932	+	19832215	rpmE	lpg0650	YP_094686.1	75	-	50S ribosomal protein L31
chr	NC_002942.5	698059	699294	+	19832216	-	lpg0651	YP_094687.1	411	-	malate oxidoreductase
chr	NC_002942.5	699505	700797	+	19832217	-	lpg0652	YP_094688.1	430	-	major facilitator family transporter
chr	NC_002942.5	700778	702055	+	19832218	-	lpg0653	YP_094689.1	425	-	major facilitator family transporter
chr	NC_002942.5	702084	702902	-	19832219	dam	lpg0654	YP_094690.1	272	-	DNA adenine methylase
chr	NC_002942.5	703073	704299	-	19832220	-	lpg0655	YP_094691.1	408	-	tryptophan/tyrosine permease
chr	NC_002942.5	704468	705658	-	19832221	-	lpg0656	YP_094692.1	396	-	tryptophan/tyrosine permease
chr	NC_002942.5	705669	706418	-	19832222	-	lpg0657	YP_094693.1	249	-	outer membrane protein, OmpA family protein
chr	NC_002942.5	706807	707664	+	19832223	-	lpg0658	YP_094694.1	285	-	HlyD family secretion protein
chr	NC_002942.5	707667	709409	+	19832224	-	lpg0659	YP_094695.1	580	-	ABC transporter ElsE
chr	NC_002942.5	709427	710548	+	19832225	-	lpg0660	YP_094696.1	373	-	ABC transporter permease
chr	NC_002942.5	710548	711672	+	19832226	-	lpg0661	YP_094697.1	374	-	ABC transporter permease
chr	NC_002942.5	711681	713120	+	19832227	-	lpg0662	YP_094698.1	479	-	major facilitator superfamily multidrug-efflux transporter
chr	NC_002942.5	713454	715274	-	19832228	-	lpg0663	YP_094699.1	606	-	soluble lytic murein transglycosylase
chr	NC_002942.5	715277	715930	-	19832229	rpe	lpg0664	YP_094700.1	217	-	D-ribulose-5-phosphate-3-epimerase
chr	NC_002942.5	716146	716610	-	19832230	-	lpg0665	YP_094701.1	154	-	transmembrane protein
chr	NC_002942.5	716607	717386	-	19832231	-	lpg0666	YP_094702.1	259	-	hypothetical protein lpg0666
chr	NC_002942.5	717379	718248	-	19832232	-	lpg0667	YP_094703.1	289	-	hypothetical protein lpg0667
chr	NC_002942.5	718250	718468	-	19832233	-	lpg0668	YP_094704.1	72	-	hypothetical protein lpg0668
chr	NC_002942.5	718254	718508	-	19832234	-	lpg0669	YP_094705.1	84	-	hypothetical protein lpg0669
chr	NC_002942.5	718789	719871	+	19832235	-	lpg0670	YP_094706.1	360	-	hypothetical protein lpg0670
chr	NC_002942.5	719987	722203	+	19832236	ndh	lpg0671	YP_094707.1	738	-	NADH dehydrogenase transmembrane protein
chr	NC_002942.5	722245	723009	+	19832237	-	lpg0672	YP_094708.1	254	-	acetoacetate decarboxylase
chr	NC_002942.5	723047	723319	+	19832238	-	lpg0673	YP_094709.1	90	-	signal peptide protein
chr	NC_002942.5	723312	724625	+	19832239	-	lpg0674	YP_094710.1	437	-	adenylate cyclase
chr	NC_002942.5	724645	725484	-	19832240	-	lpg0675	YP_094711.1	279	-	hypothetical protein lpg0675
chr	NC_002942.5	725453	726280	-	19832241	-	lpg0676	YP_094712.1	275	-	hypothetical protein lpg0676
chr	NC_002942.5	726557	726823	+	19832242	-	lpg0677	YP_094713.1	88	-	hypothetical protein lpg0677
chr	NC_002942.5	726983	727747	-	19832243	-	lpg0678	YP_094714.1	254	-	arginine ABC transporter substrate-binding protein
chr	NC_002942.5	727873	730614	+	19832244	-	lpg0679	YP_094715.1	913	-	adenylyl transferase
chr	NC_002942.5	730825	732093	+	19832245	-	lpg0680	YP_094716.1	422	-	dipeptidyl aminopeptidase/acylaminoacyl peptidase
chr	NC_002942.5	732160	732732	+	19832246	-	lpg0681	YP_094717.1	190	-	lipoprotein
chr	NC_002942.5	732710	733651	+	19832247	-	lpg0682	YP_094718.1	313	-	ABC transporter ATP-binding protein
chr	NC_002942.5	733666	734784	+	19832248	-	lpg0683	YP_094719.1	372	-	transmembrane protein, ABC-type multidrug transport system
chr	NC_002942.5	734908	736314	+	19832249	-	lpg0684	YP_094720.1	468	-	hypothetical protein lpg0684
chr	NC_002942.5	736392	737699	-	19832250	rimO	lpg0685	YP_094721.1	435	-	ribosomal protein S12 methylthiotransferase
chr	NC_002942.5	737789	739579	-	19832251	dsbD	lpg0686	YP_094722.1	596	-	hypothetical protein lpg0686
chr	NC_002942.5	739735	740025	+	19832252	groES	lpg0687	YP_094723.1	96	-	co-chaperonin GroES
chr	NC_002942.5	740047	741699	+	19832253	groEL	lpg0688	YP_094724.1	550	-	molecular chaperone GroEL
chr	NC_002942.5	741822	742262	+	19832254	-	lpg0689	YP_094725.1	146	-	DNA binding stress protein
chr	NC_002942.5	742489	744636	+	19832255	-	lpg0690	YP_094726.1	715	-	hypothetical protein lpg0690
chr	NC_002942.5	744892	746772	-	19832256	parE	lpg0691	YP_094727.1	626	-	DNA topoisomerase IV subunit B
chr	NC_002942.5	746894	748714	+	19832257	dppF	lpg0692	YP_094728.1	606	-	ABC type dipeptide/oligopeptide/nickel transport, ATPase component
chr	NC_002942.5	748803	753083	+	19832258	-	lpg0693	YP_094729.1	1426	-	LigA, interaptin
chr	NC_002942.5	753445	755154	-	19832259	proS	lpg0694	YP_094730.2	569	-	prolyl-tRNA synthetase
chr	NC_002942.5	755316	758165	+	19832260	legA8	lpg0695	YP_094731.1	949	-	ankyrin repeat-containing protein
chr	NC_002942.5	758172	759884	-	19832261	-	lpg0696	YP_094732.1	570	-	hypothetical protein lpg0696
chr	NC_002942.5	759971	762277	-	19832262	sul1	lpg0697	YP_094733.1	768	-	sulfate transporter
chr	NC_002942.5	762468	763319	-	19832263	-	lpg0698	YP_094734.1	283	-	C32 tRNA thiolase
chr	NC_002942.5	763337	764704	-	19832264	-	lpg0699	YP_094735.1	455	-	outer membrane protein TolC
chr	NC_002942.5	764716	765390	-	19832265	pcm	lpg0700	YP_094736.1	224	-	protein-L-isoaspartate-O-methyltransferase
chr	NC_002942.5	765547	766731	+	19832266	kbl	lpg0701	YP_094737.2	394	-	2-amino-3-ketobutyrate CoA ligase
chr	NC_002942.5	766813	767841	+	19832267	tdh	lpg0702	YP_094738.1	342	-	L-threonine 3-dehydrogenase
chr	NC_002942.5	767884	769557	+	19832268	-	lpg0703	YP_094739.1	557	-	ABC transporter ATP-binding protein
chr	NC_002942.5	769599	770210	+	19832269	enhA	lpg0704	YP_094740.1	203	-	enhanced entry protein EnhA
chr	NC_002942.5	770320	770757	+	19832270	-	lpg0705	YP_094741.1	145	-	transporter component
chr	NC_002942.5	770649	771182	+	19832271	-	lpg0706	YP_094742.1	177	-	transporter component
chr	NC_002942.5	771222	772394	-	19832272	-	lpg0707	YP_094743.1	390	-	(outer) membrane protein
chr	NC_002942.5	772451	773413	-	19832273	-	lpg0708	YP_094744.1	320	-	IcmL-like protein
chr	NC_002942.5	773426	774415	-	19832274	-	lpg0709	YP_094745.1	329	-	formimidoylglutamase
chr	NC_002942.5	774672	775481	+	19832275	yueD	lpg0710	YP_094746.1	269	-	sepiapterin reductase
chr	NC_002942.5	775439	776692	+	19832276	hutI	lpg0711	YP_094747.1	417	-	imidazolonepropionase
chr	NC_002942.5	776719	777414	+	19832277	yjeA	lpg0712	YP_094748.1	231	-	endo-1,4-beta-xylanase-like
chr	NC_002942.5	777414	779414	+	19832278	-	lpg0713	YP_094749.1	666	-	oligopeptide transporter
chr	NC_002942.5	779576	780667	-	19832279	-	lpg0714	YP_094750.1	363	-	sensor histidine kinase
chr	NC_002942.5	780630	781301	-	19832280	-	lpg0715	YP_094751.1	223	-	two component response regulator
chr	NC_002942.5	781434	782447	+	19832281	-	lpg0716	YP_094752.1	337	-	hypothetical protein lpg0716
chr	NC_002942.5	782548	783009	-	19832282	-	lpg0717	YP_094753.1	153	-	hypothetical protein lpg0717
chr	NC_002942.5	783098	784345	-	19832283	-	lpg0718	YP_094754.1	415	-	proton/sodium-glutamate symport protein
chr	NC_002942.5	784467	787232	-	19832284	valS	lpg0719	YP_094755.1	921	-	valyl-tRNA synthetase
chr	NC_002942.5	787491	790538	-	19832285	-	lpg0720	YP_094756.1	1015	-	multidrug resistance protein
chr	NC_002942.5	790655	791917	-	19832286	-	lpg0721	YP_094757.1	420	-	RND efflux membrane fusion protein, acriflavin resistance protein E
chr	NC_002942.5	792158	792562	+	19832287	-	lpg0722	YP_094758.1	134	-	hypothetical protein lpg0722
chr	NC_002942.5	792628	793065	+	19832288	-	lpg0723	YP_094759.1	145	-	hypothetical protein lpg0723
chr	NC_002942.5	793190	793501	+	19832289	-	lpg0724	YP_094760.1	103	-	hypothetical protein lpg0724
chr	NC_002942.5	793529	794782	+	19832290	glyA	lpg0725	YP_094761.1	417	-	serine hydroxymethyltransferase
chr	NC_002942.5	794785	795252	+	19832291	nrdR	lpg0726	YP_094762.1	155	-	transcriptional regulator NrdR
chr	NC_002942.5	795382	795753	+	19832292	nusB	lpg0727	YP_094763.1	123	-	transcription termination factor NusB
chr	NC_002942.5	795725	796702	+	19832293	thiL	lpg0728	YP_094764.1	325	-	thiamine monophosphate kinase
chr	NC_002942.5	796792	797274	+	19832294	pgpA	lpg0729	YP_094765.1	160	-	phosphatidylglycerophosphatase A
chr	NC_002942.5	797274	798326	+	19832295	-	lpg0730	YP_094766.1	350	-	transmembrane permease
chr	NC_002942.5	798318	799055	-	19832296	-	lpg0731	YP_094767.1	245	-	hypothetical protein lpg0731
chr	NC_002942.5	799065	799703	-	19832297	-	lpg0732	YP_094768.1	212	-	hypothetical protein lpg0732
chr	NC_002942.5	799869	801317	+	19832298	-	lpg0733	YP_094769.1	482	-	hypothetical protein lpg0733
chr	NC_002942.5	801369	802979	-	19832299	-	lpg0734	YP_094770.1	536	-	glutamine dependent NAD+ synthetase
chr	NC_002942.5	803263	806529	+	19832300	-	lpg0735	YP_094771.1	1088	-	DNA helicase SNF2/RAD54 family protein
chr	NC_002942.5	805297	805401	-	19832301	-	lpg0736	YP_094772.1	34	-	SNF2 family helicase
chr	NC_002942.5	806788	807222	+	19832302	-	lpg0737	YP_094773.1	144	-	signal peptide protein
chr	NC_002942.5	807400	808782	+	19832303	dnaB	lpg0738	YP_094774.1	460	-	replicative DNA helicase
chr	NC_002942.5	808784	809857	+	19832304	-	lpg0739	YP_094775.1	357	-	hypothetical protein lpg0739
chr	NC_002942.5	809930	810379	+	19832305	omp	lpg0740	YP_094776.1	149	-	hypothetical protein lpg0740
chr	NC_002942.5	810597	811121	+	19832306	-	lpg0741	YP_094777.1	174	-	hypothetical protein lpg0741
chr	NC_002942.5	811164	812417	+	19832307	-	lpg0742	YP_094778.1	417	-	hypothetical protein lpg0742
chr	NC_002942.5	812529	812825	+	19832308	-	lpg0743	YP_094779.1	98	-	hypothetical protein lpg0743
chr	NC_002942.5	812822	814372	+	19832309	-	lpg0744	YP_094780.1	516	-	diguanylate cyclase
chr	NC_002942.5	814524	815513	+	19832310	-	lpg0745	YP_094781.1	329	-	lipoyl synthase
chr	NC_002942.5	816831	818339	-	19832311	-	lpg0746	YP_094782.1	502	-	IraAB
chr	NC_002942.5	818378	819196	-	19832312	-	lpg0747	YP_094783.1	272	-	small-molecule methyltransferase IraA
chr	NC_002942.5	819356	820738	+	19832313	-	lpg0748	YP_094784.1	460	-	LPS biosynthesis protein, PseA-like
chr	NC_002942.5	820735	821499	+	19832314	hisF	lpg0749	YP_094785.1	254	-	imidazole glycerol phosphate synthase subunit HisF
chr	NC_002942.5	821496	822137	+	19832316	hisH	lpg0750	YP_094786.1	213	-	imidazole glycerol phosphate synthase subunit HisH
chr	NC_002942.5	822150	822848	+	19832317	neuA	lpg0751	YP_094787.1	232	-	CMP-N-acetylneuraminic acid synthetase
chr	NC_002942.5	822797	823867	+	19832318	neuB	lpg0752	YP_094788.1	356	-	N-acetylneuraminic acid synthase
